"MovieID","MovieTitle","RecommendationID","RecommendationTitle"
3244,"Goodbye Girl, The (1977)",545,"E.T. the Extra-Terrestrial (1982)"
3244,"Goodbye Girl, The (1977)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3244,"Goodbye Girl, The (1977)",655,"Back to the Future (1985)"
3244,"Goodbye Girl, The (1977)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
3244,"Goodbye Girl, The (1977)",1371,"Being John Malkovich (1999)"
3244,"Goodbye Girl, The (1977)",1836,"Monsters, Inc. (2001)"
3244,"Goodbye Girl, The (1977)",2002,"Finding Nemo (2003)"
3246,"Malcolm X (1992)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3247,"Sister Act (1992)",1211,"Matrix, The (1999)"
3248,"Sister Act 2: Back in the Habit (1993)",214,"Forrest Gump (1994)"
3249,"Hand That Rocks the Cradle, The (1992)",655,"Back to the Future (1985)"
3250,"Alive (1993)",277,"Jurassic Park (1993)"
3250,"Alive (1993)",1211,"Matrix, The (1999)"
3252,"Scent of a Woman (1992)",214,"Forrest Gump (1994)"
3253,"Wayne's World (1992)",1211,"Matrix, The (1999)"
3254,"Wayne's World 2 (1993)",1211,"Matrix, The (1999)"
3255,"League of Their Own, A (1992)",214,"Forrest Gump (1994)"
3256,"Patriot Games (1992)",1960,"Lord of the Rings: The Two Towers, The (2002)"
3257,"Bodyguard, The (1992)",1211,"Matrix, The (1999)"
3258,"Death Becomes Her (1992)",214,"Forrest Gump (1994)"
3259,"Far and Away (1992)",277,"Jurassic Park (1993)"
3260,"Howards End (1992)",1,"Toy Story (1995)"
3260,"Howards End (1992)",449,"Wizard of Oz, The (1939)"
3260,"Howards End (1992)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3261,"Singles (1992)",158,"Star Wars: Episode IV - A New Hope (1977)"
3261,"Singles (1992)",177,"Pulp Fiction (1994)"
3261,"Singles (1992)",932,"Breakfast Club, The (1985)"
3262,"Twin Peaks: Fire Walk with Me (1992)",177,"Pulp Fiction (1994)"
3263,"White Men Can't Jump (1992)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3264,"Buffy the Vampire Slayer (1992)",177,"Pulp Fiction (1994)"
3265,"Hard-Boiled (Lat sau san taam) (1992)",1356,"Fight Club (1999)"
3266,"Man Bites Dog (C'est arrivé près de chez vous) (1992)",1211,"Matrix, The (1999)"
3267,"Mariachi, El (1992)",1211,"Matrix, The (1999)"
3268,"Stop! Or My Mom Will Shoot (1992)",214,"Forrest Gump (1994)"
3269,"Forever Young (1992)",214,"Forrest Gump (1994)"
3270,"Cutting Edge, The (1992)",214,"Forrest Gump (1994)"
3270,"Cutting Edge, The (1992)",277,"Jurassic Park (1993)"
3270,"Cutting Edge, The (1992)",650,"Groundhog Day (1993)"
3270,"Cutting Edge, The (1992)",655,"Back to the Future (1985)"
3270,"Cutting Edge, The (1992)",787,"Men in Black (a.k.a. MIB) (1997)"
3270,"Cutting Edge, The (1992)",1211,"Matrix, The (1999)"
3270,"Cutting Edge, The (1992)",1901,"Spider-Man (2002)"
3271,"Of Mice and Men (1992)",177,"Pulp Fiction (1994)"
3273,"Scream 3 (2000)",1211,"Matrix, The (1999)"
3274,"Single White Female (1992)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3274,"Single White Female (1992)",655,"Back to the Future (1985)"
3275,"Boondock Saints, The (2000)",1211,"Matrix, The (1999)"
3285,"Beach, The (2000)",1211,"Matrix, The (1999)"
3296,"To Sir with Love (1967)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3296,"To Sir with Love (1967)",650,"Groundhog Day (1993)"
3296,"To Sir with Love (1967)",840,"Good Will Hunting (1997)"
3296,"To Sir with Love (1967)",1960,"Lord of the Rings: The Two Towers, The (2002)"
3298,"Boiler Room (2000)",177,"Pulp Fiction (1994)"
3298,"Boiler Room (2000)",190,"Shawshank Redemption, The (1994)"
3298,"Boiler Room (2000)",336,"Silence of the Lambs, The (1991)"
3298,"Boiler Room (2000)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3298,"Boiler Room (2000)",1211,"Matrix, The (1999)"
3300,"Pitch Black (2000)",1211,"Matrix, The (1999)"
3301,"Whole Nine Yards, The (2000)",1211,"Matrix, The (1999)"
3307,"City Lights (1931)",1211,"Matrix, The (1999)"
3316,"Reindeer Games (2000)",177,"Pulp Fiction (1994)"
3316,"Reindeer Games (2000)",1356,"Fight Club (1999)"
3317,"Wonder Boys (2000)",1211,"Matrix, The (1999)"
3317,"Wonder Boys (2000)",1317,"American Beauty (1999)"
3317,"Wonder Boys (2000)",1356,"Fight Club (1999)"
3328,"Ghost Dog: The Way of the Samurai (1999)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3334,"Key Largo (1948)",443,"Casablanca (1942)"
3334,"Key Largo (1948)",1286,"Sixth Sense, The (1999)"
3354,"Mission to Mars (2000)",1211,"Matrix, The (1999)"
3355,"Ninth Gate, The (1999)",1211,"Matrix, The (1999)"
3358,"Defending Your Life (1991)",1,"Toy Story (1995)"
3358,"Defending Your Life (1991)",650,"Groundhog Day (1993)"
3358,"Defending Your Life (1991)",655,"Back to the Future (1985)"
3358,"Defending Your Life (1991)",830,"Truman Show, The (1998)"
3358,"Defending Your Life (1991)",1211,"Matrix, The (1999)"
3358,"Defending Your Life (1991)",1286,"Sixth Sense, The (1999)"
3358,"Defending Your Life (1991)",1738,"Memento (2000)"
3358,"Defending Your Life (1991)",1754,"Shrek (2001)"
3359,"Breaking Away (1979)",655,"Back to the Future (1985)"
3360,"Hoosiers (a.k.a. Best Shot) (1986)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3360,"Hoosiers (a.k.a. Best Shot) (1986)",655,"Back to the Future (1985)"
3361,"Bull Durham (1988)",214,"Forrest Gump (1994)"
3361,"Bull Durham (1988)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3362,"Dog Day Afternoon (1975)",177,"Pulp Fiction (1994)"
3363,"American Graffiti (1973)",214,"Forrest Gump (1994)"
3365,"Searchers, The (1956)",177,"Pulp Fiction (1994)"
3365,"Searchers, The (1956)",336,"Silence of the Lambs, The (1991)"
3365,"Searchers, The (1956)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3365,"Searchers, The (1956)",655,"Back to the Future (1985)"
3384,"Taking of Pelham One Two Three, The (1974)",423,"Godfather, The (1972)"
3384,"Taking of Pelham One Two Three, The (1974)",655,"Back to the Future (1985)"
3386,"JFK (1991)",214,"Forrest Gump (1994)"
3388,"Harry and the Hendersons (1987)",277,"Jurassic Park (1993)"
3388,"Harry and the Hendersons (1987)",288,"Mrs. Doubtfire (1993)"
3388,"Harry and the Hendersons (1987)",655,"Back to the Future (1985)"
3388,"Harry and the Hendersons (1987)",1044,"Beetlejuice (1988)"
3388,"Harry and the Hendersons (1987)",1211,"Matrix, The (1999)"
3396,"Muppet Movie, The (1979)",158,"Star Wars: Episode IV - A New Hope (1977)"
3397,"Great Muppet Caper, The (1981)",158,"Star Wars: Episode IV - A New Hope (1977)"
3397,"Great Muppet Caper, The (1981)",655,"Back to the Future (1985)"
3397,"Great Muppet Caper, The (1981)",1211,"Matrix, The (1999)"
3397,"Great Muppet Caper, The (1981)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
3398,"Muppets Take Manhattan, The (1984)",545,"E.T. the Extra-Terrestrial (1982)"
3398,"Muppets Take Manhattan, The (1984)",655,"Back to the Future (1985)"
3398,"Muppets Take Manhattan, The (1984)",1339,"Ferris Bueller's Day Off (1986)"
3404,"Titanic (1953)",1569,"Gladiator (2000)"
3408,"Erin Brockovich (2000)",1211,"Matrix, The (1999)"
3409,"Final Destination (2000)",1211,"Matrix, The (1999)"
3418,"Thelma & Louise (1991)",214,"Forrest Gump (1994)"
3421,"Animal House (1978)",1211,"Matrix, The (1999)"
3424,"Do the Right Thing (1989)",177,"Pulp Fiction (1994)"
3429,"Creature Comforts (1989)",1211,"Matrix, The (1999)"
3435,"Double Indemnity (1944)",177,"Pulp Fiction (1994)"
3438,"Teenage Mutant Ninja Turtles (1990)",1211,"Matrix, The (1999)"
3439,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)",655,"Back to the Future (1985)"
3439,"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3440,"Teenage Mutant Ninja Turtles III (1993)",214,"Forrest Gump (1994)"
3441,"Red Dawn (1984)",177,"Pulp Fiction (1994)"
3441,"Red Dawn (1984)",277,"Jurassic Park (1993)"
3444,"Bloodsport (1988)",214,"Forrest Gump (1994)"
3444,"Bloodsport (1988)",333,"Terminator 2: Judgment Day (1991)"
3444,"Bloodsport (1988)",625,"Terminator, The (1984)"
3444,"Bloodsport (1988)",1211,"Matrix, The (1999)"
3444,"Bloodsport (1988)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3448,"Good Morning, Vietnam (1987)",1211,"Matrix, The (1999)"
3450,"Grumpy Old Men (1993)",214,"Forrest Gump (1994)"
3451,"Guess Who's Coming to Dinner (1967)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3452,"Romeo Must Die (2000)",1211,"Matrix, The (1999)"
3452,"Romeo Must Die (2000)",1356,"Fight Club (1999)"
3452,"Romeo Must Die (2000)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3461,"Lord of the Flies (1963)",214,"Forrest Gump (1994)"
3461,"Lord of the Flies (1963)",277,"Jurassic Park (1993)"
3462,"Modern Times (1936)",177,"Pulp Fiction (1994)"
3462,"Modern Times (1936)",1211,"Matrix, The (1999)"
3467,"Hud (1963)",545,"E.T. the Extra-Terrestrial (1982)"
3467,"Hud (1963)",1317,"American Beauty (1999)"
3468,"Hustler, The (1961)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3469,"Inherit the Wind (1960)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3471,"Close Encounters of the Third Kind (1977)",1211,"Matrix, The (1999)"
3476,"Jacob's Ladder (1990)",214,"Forrest Gump (1994)"
3476,"Jacob's Ladder (1990)",1211,"Matrix, The (1999)"
3477,"Empire Records (1995)",177,"Pulp Fiction (1994)"
3477,"Empire Records (1995)",214,"Forrest Gump (1994)"
3477,"Empire Records (1995)",1356,"Fight Club (1999)"
3478,"Bamba, La (1987)",655,"Back to the Future (1985)"
3478,"Bamba, La (1987)",1211,"Matrix, The (1999)"
3479,"Ladyhawke (1985)",1211,"Matrix, The (1999)"
3481,"High Fidelity (2000)",1211,"Matrix, The (1999)"
3483,"Road to El Dorado, The (2000)",214,"Forrest Gump (1994)"
3483,"Road to El Dorado, The (2000)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3484,"Skulls, The (2000)",277,"Jurassic Park (1993)"
3484,"Skulls, The (2000)",1211,"Matrix, The (1999)"
3484,"Skulls, The (2000)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3489,"Hook (1991)",1211,"Matrix, The (1999)"
3494,"True Grit (1969)",158,"Star Wars: Episode IV - A New Hope (1977)"
3494,"True Grit (1969)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
3494,"True Grit (1969)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3494,"True Grit (1969)",676,"Indiana Jones and the Last Crusade (1989)"
3498,"Midnight Express (1978)",336,"Silence of the Lambs, The (1991)"
3498,"Midnight Express (1978)",1286,"Sixth Sense, The (1999)"
3499,"Misery (1990)",1211,"Matrix, The (1999)"
3503,"Solaris (Solyaris) (1972)",1211,"Matrix, The (1999)"
3504,"Network (1976)",177,"Pulp Fiction (1994)"
3505,"No Way Out (1987)",344,"Fargo (1996)"
3507,"Odd Couple, The (1968)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3508,"Outlaw Josey Wales, The (1976)",177,"Pulp Fiction (1994)"
3508,"Outlaw Josey Wales, The (1976)",214,"Forrest Gump (1994)"
3508,"Outlaw Josey Wales, The (1976)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3510,"Frequency (2000)",1211,"Matrix, The (1999)"
3512,"Return to Me (2000)",214,"Forrest Gump (1994)"
3513,"Rules of Engagement (2000)",231,"Speed (1994)"
3513,"Rules of Engagement (2000)",269,"Fugitive, The (1993)"
3513,"Rules of Engagement (2000)",277,"Jurassic Park (1993)"
3513,"Rules of Engagement (2000)",655,"Back to the Future (1985)"
3513,"Rules of Engagement (2000)",830,"Truman Show, The (1998)"
3513,"Rules of Engagement (2000)",1211,"Matrix, The (1999)"
3513,"Rules of Engagement (2000)",1356,"Fight Club (1999)"
3513,"Rules of Engagement (2000)",1569,"Gladiator (2000)"
3513,"Rules of Engagement (2000)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3513,"Rules of Engagement (2000)",1901,"Spider-Man (2002)"
3513,"Rules of Engagement (2000)",1908,"Bourne Identity, The (2002)"
3513,"Rules of Engagement (2000)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
3524,"Arthur (1981)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3524,"Arthur (1981)",1211,"Matrix, The (1999)"
3525,"Bachelor Party (1984)",205,"Ace Ventura: Pet Detective (1994)"
3525,"Bachelor Party (1984)",277,"Jurassic Park (1993)"
3525,"Bachelor Party (1984)",655,"Back to the Future (1985)"
3525,"Bachelor Party (1984)",1286,"Sixth Sense, The (1999)"
3526,"Parenthood (1989)",158,"Star Wars: Episode IV - A New Hope (1977)"
3526,"Parenthood (1989)",214,"Forrest Gump (1994)"
3527,"Predator (1987)",1211,"Matrix, The (1999)"
3528,"Prince of Tides, The (1991)",177,"Pulp Fiction (1994)"
3528,"Prince of Tides, The (1991)",214,"Forrest Gump (1994)"
3528,"Prince of Tides, The (1991)",215,"Four Weddings and a Funeral (1994)"
3528,"Prince of Tides, The (1991)",269,"Fugitive, The (1993)"
3528,"Prince of Tides, The (1991)",340,"Pretty Woman (1990)"
3528,"Prince of Tides, The (1991)",344,"Fargo (1996)"
3528,"Prince of Tides, The (1991)",545,"E.T. the Extra-Terrestrial (1982)"
3528,"Prince of Tides, The (1991)",613,"Amadeus (1984)"
3528,"Prince of Tides, The (1991)",650,"Groundhog Day (1993)"
3528,"Prince of Tides, The (1991)",655,"Back to the Future (1985)"
3528,"Prince of Tides, The (1991)",813,"Full Monty, The (1997)"
3528,"Prince of Tides, The (1991)",830,"Truman Show, The (1998)"
3528,"Prince of Tides, The (1991)",1211,"Matrix, The (1999)"
3528,"Prince of Tides, The (1991)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
3528,"Prince of Tides, The (1991)",1286,"Sixth Sense, The (1999)"
3528,"Prince of Tides, The (1991)",1294,"Airplane! (1980)"
3528,"Prince of Tides, The (1991)",1371,"Being John Malkovich (1999)"
3528,"Prince of Tides, The (1991)",1745,"Bridget Jones's Diary (2001)"
3528,"Prince of Tides, The (1991)",1836,"Monsters, Inc. (2001)"
3528,"Prince of Tides, The (1991)",1849,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
3534,"28 Days (2000)",1211,"Matrix, The (1999)"
3535,"American Psycho (2000)",1356,"Fight Club (1999)"
3536,"Keeping the Faith (2000)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3543,"Diner (1982)",336,"Silence of the Lambs, The (1991)"
3543,"Diner (1982)",423,"Godfather, The (1972)"
3543,"Diner (1982)",601,"Goodfellas (1990)"
3543,"Diner (1982)",805,"L.A. Confidential (1997)"
3545,"Cabaret (1972)",1211,"Matrix, The (1999)"
3546,"What Ever Happened to Baby Jane? (1962)",1075,"Edward Scissorhands (1990)"
3549,"Guys and Dolls (1955)",1211,"Matrix, The (1999)"
3549,"Guys and Dolls (1955)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
3551,"Marathon Man (1976)",1211,"Matrix, The (1999)"
3551,"Marathon Man (1976)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3552,"Caddyshack (1980)",1211,"Matrix, The (1999)"
3555,"U-571 (2000)",1211,"Matrix, The (1999)"
3556,"Virgin Suicides, The (1999)",1211,"Matrix, The (1999)"
3564,"Flintstones in Viva Rock Vegas, The (2000)",787,"Men in Black (a.k.a. MIB) (1997)"
3565,"Where the Heart Is (2000)",214,"Forrest Gump (1994)"
3578,"Gladiator (2000)",1211,"Matrix, The (1999)"
3591,"Mr. Mom (1983)",214,"Forrest Gump (1994)"
3591,"Mr. Mom (1983)",1262,"Ghostbusters (a.k.a. Ghost Busters) (1984)"
3591,"Mr. Mom (1983)",1754,"Shrek (2001)"
3593,"Battlefield Earth (2000)",1211,"Matrix, The (1999)"
3608,"Pee-wee's Big Adventure (1985)",177,"Pulp Fiction (1994)"
3614,"Honeymoon in Vegas (1992)",177,"Pulp Fiction (1994)"
3614,"Honeymoon in Vegas (1992)",655,"Back to the Future (1985)"
3615,"Dinosaur (2000)",1,"Toy Story (1995)"
3617,"Road Trip (2000)",1211,"Matrix, The (1999)"
3618,"Small Time Crooks (2000)",190,"Shawshank Redemption, The (1994)"
3618,"Small Time Crooks (2000)",214,"Forrest Gump (1994)"
3618,"Small Time Crooks (2000)",787,"Men in Black (a.k.a. MIB) (1997)"
3618,"Small Time Crooks (2000)",1211,"Matrix, The (1999)"
3618,"Small Time Crooks (2000)",1738,"Memento (2000)"
3623,"Mission: Impossible II (2000)",1211,"Matrix, The (1999)"
3624,"Shanghai Noon (2000)",1211,"Matrix, The (1999)"
3629,"Gold Rush, The (1925)",177,"Pulp Fiction (1994)"
3633,"On Her Majesty's Secret Service (1969)",1211,"Matrix, The (1999)"
3635,"Spy Who Loved Me, The (1977)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3635,"Spy Who Loved Me, The (1977)",1960,"Lord of the Rings: The Two Towers, The (2002)"
3638,"Moonraker (1979)",1211,"Matrix, The (1999)"
3639,"Man with the Golden Gun, The (1974)",1960,"Lord of the Rings: The Two Towers, The (2002)"
3646,"Big Momma's House (2000)",214,"Forrest Gump (1994)"
3646,"Big Momma's House (2000)",1211,"Matrix, The (1999)"
3646,"Big Momma's House (2000)",1754,"Shrek (2001)"
3646,"Big Momma's House (2000)",2013,"Pirates of the Caribbean: The Curse of the Black Pearl (2003)"
3654,"Guns of Navarone, The (1961)",1960,"Lord of the Rings: The Two Towers, The (2002)"
3668,"Romeo and Juliet (1968)",277,"Jurassic Park (1993)"
3668,"Romeo and Juliet (1968)",846,"Titanic (1997)"
3668,"Romeo and Juliet (1968)",1211,"Matrix, The (1999)"
3668,"Romeo and Juliet (1968)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3671,"Blazing Saddles (1974)",1211,"Matrix, The (1999)"
3675,"White Christmas (1954)",586,"Princess Bride, The (1987)"
3675,"White Christmas (1954)",655,"Back to the Future (1985)"
3676,"Eraserhead (1977)",177,"Pulp Fiction (1994)"
3681,"For a Few Dollars More (Per qualche dollaro in più) (1965)",177,"Pulp Fiction (1994)"
3682,"Magnum Force (1973)",214,"Forrest Gump (1994)"
3683,"Blood Simple (1984)",177,"Pulp Fiction (1994)"
3683,"Blood Simple (1984)",344,"Fargo (1996)"
3684,"Fabulous Baker Boys, The (1989)",177,"Pulp Fiction (1994)"
3684,"Fabulous Baker Boys, The (1989)",1211,"Matrix, The (1999)"
3685,"Prizzi's Honor (1985)",344,"Fargo (1996)"
3686,"Flatliners (1990)",655,"Back to the Future (1985)"
3686,"Flatliners (1990)",1211,"Matrix, The (1999)"
3688,"Porky's (1982)",1754,"Shrek (2001)"
3697,"Predator 2 (1990)",1211,"Matrix, The (1999)"
3698,"Running Man, The (1987)",177,"Pulp Fiction (1994)"
3699,"Starman (1984)",1211,"Matrix, The (1999)"
3701,"Alien Nation (1988)",333,"Terminator 2: Judgment Day (1991)"
3701,"Alien Nation (1988)",602,"Alien (1979)"
3701,"Alien Nation (1988)",625,"Terminator, The (1984)"
3701,"Alien Nation (1988)",1211,"Matrix, The (1999)"
3702,"Mad Max (1979)",1211,"Matrix, The (1999)"
3703,"Road Warrior, The (Mad Max 2) (1981)",1211,"Matrix, The (1999)"
3704,"Mad Max Beyond Thunderdome (1985)",158,"Star Wars: Episode IV - A New Hope (1977)"
3704,"Mad Max Beyond Thunderdome (1985)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
3705,"Bird on a Wire (1990)",214,"Forrest Gump (1994)"
3706,"Angel Heart (1987)",177,"Pulp Fiction (1994)"
3707,"9 1/2 Weeks (Nine 1/2 Weeks) (1986)",177,"Pulp Fiction (1994)"
3707,"9 1/2 Weeks (Nine 1/2 Weeks) (1986)",1211,"Matrix, The (1999)"
3712,"Soapdish (1991)",336,"Silence of the Lambs, The (1991)"
3712,"Soapdish (1991)",344,"Fargo (1996)"
3712,"Soapdish (1991)",650,"Groundhog Day (1993)"
3712,"Soapdish (1991)",655,"Back to the Future (1985)"
3712,"Soapdish (1991)",932,"Breakfast Club, The (1985)"
3712,"Soapdish (1991)",1286,"Sixth Sense, The (1999)"
3717,"Gone in 60 Seconds (2000)",1211,"Matrix, The (1999)"
3723,"Hamlet (1990)",214,"Forrest Gump (1994)"
3730,"Conversation, The (1974)",1211,"Matrix, The (1999)"
3733,"Paper Chase, The (1973)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3733,"Paper Chase, The (1973)",1211,"Matrix, The (1999)"
3735,"Serpico (1973)",177,"Pulp Fiction (1994)"
3740,"Big Trouble in Little China (1986)",1211,"Matrix, The (1999)"
3741,"Badlands (1973)",177,"Pulp Fiction (1994)"
3742,"Battleship Potemkin (1925)",1317,"American Beauty (1999)"
3744,"Shaft (2000)",1211,"Matrix, The (1999)"
3745,"Titan A.E. (2000)",1211,"Matrix, The (1999)"
3751,"Chicken Run (2000)",1211,"Matrix, The (1999)"
3752,"Me, Myself & Irene (2000)",214,"Forrest Gump (1994)"
3752,"Me, Myself & Irene (2000)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3753,"Patriot, The (2000)",1211,"Matrix, The (1999)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)",1,"Toy Story (1995)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)",158,"Star Wars: Episode IV - A New Hope (1977)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)",1286,"Sixth Sense, The (1999)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)",1754,"Shrek (2001)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3754,"Adventures of Rocky and Bullwinkle, The (2000)",1901,"Spider-Man (2002)"
3755,"Perfect Storm, The (2000)",1211,"Matrix, The (1999)"
3760,"Kentucky Fried Movie, The (1977)",158,"Star Wars: Episode IV - A New Hope (1977)"
3760,"Kentucky Fried Movie, The (1977)",177,"Pulp Fiction (1994)"
3760,"Kentucky Fried Movie, The (1977)",585,"Star Wars: Episode V - The Empire Strikes Back (1980)"
3760,"Kentucky Fried Movie, The (1977)",655,"Back to the Future (1985)"
3763,"F/X (1986)",1211,"Matrix, The (1999)"
3763,"F/X (1986)",1286,"Sixth Sense, The (1999)"
3783,"Croupier (1998)",344,"Fargo (1996)"
3783,"Croupier (1998)",805,"L.A. Confidential (1997)"
3783,"Croupier (1998)",1317,"American Beauty (1999)"
3785,"Scary Movie (2000)",1211,"Matrix, The (1999)"
3786,"But I'm a Cheerleader (1999)",1356,"Fight Club (1999)"
3788,"Blow-Up (Blowup) (1966)",1211,"Matrix, The (1999)"
3788,"Blow-Up (Blowup) (1966)",1317,"American Beauty (1999)"
3791,"Footloose (1984)",655,"Back to the Future (1985)"
3793,"X-Men (2000)",1211,"Matrix, The (1999)"
3798,"What Lies Beneath (2000)",1211,"Matrix, The (1999)"
3801,"Anatomy of a Murder (1959)",423,"Godfather, The (1972)"
3801,"Anatomy of a Murder (1959)",1211,"Matrix, The (1999)"
3801,"Anatomy of a Murder (1959)",1286,"Sixth Sense, The (1999)"
3802,"Freejack (1992)",177,"Pulp Fiction (1994)"
3802,"Freejack (1992)",214,"Forrest Gump (1994)"
3802,"Freejack (1992)",333,"Terminator 2: Judgment Day (1991)"
3802,"Freejack (1992)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3809,"What About Bob? (1991)",1211,"Matrix, The (1999)"
3811,"Breaker Morant (1980)",158,"Star Wars: Episode IV - A New Hope (1977)"
3812,"Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)",1211,"Matrix, The (1999)"
3814,"Love and Death (1975)",1211,"Matrix, The (1999)"
3819,"Tampopo (1985)",1286,"Sixth Sense, The (1999)"
3819,"Tampopo (1985)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3821,"Nutty Professor II: The Klumps (2000)",1754,"Shrek (2001)"
3825,"Coyote Ugly (2000)",1211,"Matrix, The (1999)"
3826,"Hollow Man (2000)",1211,"Matrix, The (1999)"
3827,"Space Cowboys (2000)",214,"Forrest Gump (1994)"
3827,"Space Cowboys (2000)",1211,"Matrix, The (1999)"
3831,"Saving Grace (2000)",214,"Forrest Gump (1994)"
3836,"Kelly's Heroes (1970)",830,"Truman Show, The (1998)"
3841,"Air America (1990)",625,"Terminator, The (1984)"
3844,"Steel Magnolias (1989)",214,"Forrest Gump (1994)"
3852,"Tao of Steve, The (2000)",177,"Pulp Fiction (1994)"
3852,"Tao of Steve, The (2000)",214,"Forrest Gump (1994)"
3852,"Tao of Steve, The (2000)",2031,"Lost in Translation (2003)"
3861,"Replacements, The (2000)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3863,"Cell, The (2000)",1211,"Matrix, The (1999)"
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",1211,"Matrix, The (1999)"
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",1211,"Matrix, The (1999)"
3871,"Shane (1953)",158,"Star Wars: Episode IV - A New Hope (1977)"
3871,"Shane (1953)",177,"Pulp Fiction (1994)"
3871,"Shane (1953)",336,"Silence of the Lambs, The (1991)"
3871,"Shane (1953)",587,"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)"
3882,"Bring It On (2000)",214,"Forrest Gump (1994)"
3882,"Bring It On (2000)",1754,"Shrek (2001)"
3893,"Nurse Betty (2000)",1211,"Matrix, The (1999)"
3896,"Way of the Gun, The (2000)",43,"Usual Suspects, The (1995)"
3896,"Way of the Gun, The (2000)",177,"Pulp Fiction (1994)"
3896,"Way of the Gun, The (2000)",1356,"Fight Club (1999)"
3896,"Way of the Gun, The (2000)",2045,"Kill Bill: Vol. 1 (2003)"
3896,"Way of the Gun, The (2000)",2202,"Sin City (2005)"
3897,"Almost Famous (2000)",1211,"Matrix, The (1999)"
3910,"Dancer in the Dark (2000)",177,"Pulp Fiction (1994)"
3911,"Best in Show (2000)",1211,"Matrix, The (1999)"
3916,"Remember the Titans (2000)",1855,"Lord of the Rings: The Fellowship of the Ring, The (2001)"
3917,"Hellraiser (1987)",177,"Pulp Fiction (1994)"
3927,"Fantastic Voyage (1966)",277,"Jurassic Park (1993)"
